Frans,Nederlands,Duits,Begin,Einde,Name
Familleureux,-,-,01.01.0001,03.01.1977,Familleureux
Farciennes,-,-,01.01.0001,31.12.9999,Farciennes
Fayt-lez-Manage,-,-,01.01.0001,02.01.1977,Fayt-lez-Manage
Feluy,-,-,01.01.0001,03.01.1977,Feluy
Fleurus,-,-,01.01.0001,31.12.9999,Fleurus
Fontaine-l'Evêque,-,-,01.01.0001,31.12.9999,Fontaine-l'Evêque
Forchies-la-Marche,-,-,01.01.0001,02.01.1977,Forchies-la-Marche
Frasnes-lez-Gosselies,-,-,01.01.0001,02.01.1977,Frasnes-lez-Gosselies
Gerpinnes,-,-,01.01.0001,31.12.9999,Gerpinnes
Gilly,-,-,01.01.0001,07.01.1977,Gilly
Godarville,-,-,01.01.0001,03.01.1977,Godarville
Gosselies,-,-,01.01.0001,07.01.1977,Gosselies
Gougnies,-,-,01.01.0001,03.01.1977,Gougnies
Goutroux,-,-,01.01.0001,07.01.1977,Goutroux
Gouy-lez-Piéton,-,-,01.01.0001,02.01.1977,Gouy-lez-Piéton
Heppignies,-,-,01.01.0001,01.01.1977,Heppignies
Joncret,-,-,01.01.0001,03.01.1977,Joncret
Jumet,-,-,01.01.0001,07.01.1977,Jumet
La Hestre,-,-,01.01.0001,02.01.1977,La Hestre
Lambusart,-,-,01.01.0001,01.01.1977,Lambusart
Landelies,-,-,01.01.0001,02.01.1977,Landelies
Leernes,-,-,01.01.0001,02.01.1977,Leernes
Liberchies,-,-,01.01.0001,01.01.1965,Liberchies
Lodelinsart,-,-,01.01.0001,07.01.1977,Lodelinsart
Loverval,-,-,01.01.0001,03.01.1977,Loverval
Luttre,-,-,01.01.0001,02.01.1977,Luttre
Manage,-,-,01.01.0001,31.12.2018,Manage
Marchienne-au-Pont,-,-,01.01.0001,07.01.1977,Marchienne-au-Pont
Marcinelle,-,-,01.01.0001,07.01.1977,Marcinelle
Mellet,-,-,01.01.0001,02.01.1977,Mellet
Monceau-sur-Sambre,-,-,01.01.0001,07.01.1977,Monceau-sur-Sambre
Montigny-le-Tilleul,-,-,01.01.0001,31.12.9999,Montigny-le-Tilleul
Montignies-sur-Sambre,-,-,01.01.0001,07.01.1977,Montignies-sur-Sambre
Mont-sur-Marchienne,-,-,01.01.0001,07.01.1977,Mont-sur-Marchienne
Obaix,-,-,01.01.0001,02.01.1977,Obaix
Petit-Roeulx-lez-Nivelles,-,-,01.01.0001,03.01.1977,Petit-Roeulx-lez-Nivelles
Piéton,-,-,01.01.0001,03.01.1977,Piéton
Pironchamps,-,-,01.01.0001,01.01.1977,Pironchamps
Pont-à-Celles,-,-,01.01.0001,31.12.9999,Pont-à-Celles
Pont-de-Loup,-,-,01.01.0001,02.01.1977,Pont-de-Loup
Presles,-,-,01.01.0001,02.01.1977,Presles
Ransart,-,-,01.01.0001,07.01.1977,Ransart
Rèves,-,-,01.01.0001,02.01.1977,Rèves
Roselies,-,-,01.01.0001,02.01.1977,Roselies
Roux,-,-,01.01.0001,07.01.1977,Roux
Saint-Amand,-,-,01.01.0001,01.01.1977,Saint-Amand
Seneffe,-,-,01.01.0001,31.12.2018,Seneffe
Souvret,-,-,01.01.0001,02.01.1977,Souvret
Thiméon,-,-,01.01.0001,02.01.1977,Thiméon
Trazegnies,-,-,01.01.0001,02.01.1977,Trazegnies
Viesville,-,-,01.01.0001,02.01.1977,Viesville
Villers-Perwin,-,-,01.01.0001,02.01.1977,Villers-Perwin
Villers-Poterie,-,-,01.01.0001,03.01.1977,Villers-Poterie
Wagnelée,-,-,01.01.0001,01.01.1977,Wagnelée
Wanfercée-Baulet,-,-,01.01.0001,01.01.1977,Wanfercée-Baulet
Wangenies,-,-,01.01.0001,01.01.1977,Wangenies
Wayaux,-,-,01.01.0001,02.01.1977,Wayaux
Aiseau-Presles,-,-,02.01.1977,31.12.9999,Aiseau-Presles
Les Bons Villers,-,-,02.01.1977,31.12.9999,Les Bons Villers
Charleroi(D 1),Charleroi(D 1),Charleroi(D 1),01.01.0001,31.12.9999,Charleroi(D 1)
Charleroi(D 2),-,-,01.01.0001,31.12.9999,Charleroi(D 2)
Charleroi(D 3),-,-,01.01.0001,31.12.9999,Charleroi(D 3)
Charleroi(D 4),-,-,01.01.0001,31.12.9999,Charleroi(D 4)
Charleroi(D 5),-,-,01.01.0001,31.12.9999,Charleroi(D 5)
Charleroi(D 6),-,-,01.01.0001,31.12.9999,Charleroi(D 6)
Charleroi(D 7),-,-,01.01.0001,31.12.9999,Charleroi(D 7)
La Louvière (Dis. 1),-,-,01.01.0001,31.12.9999,La Louvière (Dis. 1)
La Louvière (Dis. 2),-,-,01.01.0001,31.12.9999,La Louvière (Dis. 2)
La Louvière (Dis. 3),-,-,01.01.0001,31.12.9999,La Louvière (Dis. 3)
La Louvière (Dis. 4),-,-,01.01.0001,31.12.9999,La Louvière (Dis. 4)
La Louvière (Dis. 5),-,-,01.01.0001,31.12.9999,La Louvière (Dis. 5)
Angre,-,-,01.01.0001,02.01.1977,Angre
Angreau,-,-,01.01.0001,02.01.1977,Angreau
Asquillies,-,-,01.01.0001,02.01.1977,Asquillies
Athis,-,-,01.01.0001,02.01.1977,Athis
Audregnies,-,-,01.01.0001,02.01.1977,Audregnies
Aulnois,-,-,01.01.0001,02.01.1977,Aulnois
Autreppe,-,-,01.01.0001,02.01.1977,Autreppe
Baisieux,-,-,01.01.0001,02.01.1977,Baisieux
Baudour,-,-,01.01.0001,02.01.1977,Baudour
Bauffe,-,-,01.01.0001,03.01.1977,Bauffe
Blaregnies,-,-,01.01.0001,02.01.1977,Blaregnies
Blaugies,-,-,01.01.0001,02.01.1977,Blaugies
Bougnies,-,-,01.01.0001,02.01.1977,Bougnies
Boussu,-,-,01.01.0001,31.12.9999,Boussu
Cambron-Casteau,-,-,01.01.0001,02.01.1977,Cambron-Casteau
Cambron-Saint-Vincent,-,-,01.01.0001,03.01.1977,Cambron-Saint-Vincent
Chaussée-Notre-Dame-Louvignies,-,-,01.01.0001,01.01.1977,Chaussée-Notre-Dame-Louvignies
Ciply,-,-,01.01.0001,01.01.1977,Ciply
Cuesmes,-,-,01.01.0001,01.01.1972,Cuesmes
Dour,-,-,01.01.0001,31.12.9999,Dour
Elouges,-,-,01.01.0001,02.01.1977,Elouges
Erbaut,-,-,01.01.0001,01.01.1977,Erbaut
Erbisoeul,-,-,01.01.0001,01.01.1977,Erbisoeul
Erquennes,-,-,01.01.0001,02.01.1977,Erquennes
Eugies,-,-,01.01.0001,02.01.1977,Eugies
Fayt-le-Franc,-,-,01.01.0001,02.01.1977,Fayt-le-Franc
Flénu,-,-,01.01.0001,24.09.1971,Flénu
Frameries,-,-,01.01.0001,31.12.9999,Frameries
Genly,-,-,01.01.0001,02.01.1977,Genly
Ghlin,-,-,01.01.0001,01.01.1972,Ghlin
Givry,-,-,01.01.0001,02.01.1977,Givry
Goegnies-Chaussée,-,-,01.01.0001,02.01.1977,Goegnies-Chaussée
Hainin,-,-,01.01.0001,02.01.1977,Hainin
Harmignies,-,-,01.01.0001,01.01.1977,Harmignies
Harveng,-,-,01.01.0001,01.01.1977,Harveng
Hautrage,-,-,01.01.0001,02.01.1977,Hautrage
Havay,-,-,01.01.0001,02.01.1977,Havay
Havré,-,-,01.01.0001,01.01.1977,Havré
Hensies,-,-,01.01.0001,31.12.9999,Hensies
Herchies,-,-,01.01.0001,01.01.1977,Herchies
Hornu,-,-,01.01.0001,02.01.1977,Hornu
Hyon,-,-,01.01.0001,01.01.1972,Hyon
Jemappes,-,-,01.01.0001,01.01.1977,Jemappes
Jurbise,Jurbeke,-,01.01.0001,31.12.9999,Jurbeke
La Bouverie,-,-,01.01.0001,02.01.1977,La Bouverie
Lens (Hainaut),-,-,01.01.0001,31.12.9999,Lens (Hainaut)
Lombise,-,-,01.01.0001,03.01.1977,Lombise
Maisières,-,-,01.01.0001,01.01.1977,Maisières
Marchipont,-,-,01.01.0001,02.01.1977,Marchipont
Masnuy-Saint-Jean,-,-,01.01.0001,01.01.1977,Masnuy-Saint-Jean
Masnuy-Saint-Pierre,-,-,01.01.0001,01.01.1977,Masnuy-Saint-Pierre
Mesvin,-,-,01.01.0001,01.01.1977,Mesvin
Mons,Bergen,-,01.01.0001,31.12.9999,Bergen
Montignies-lez-Lens,-,-,01.01.0001,03.01.1977,Montignies-lez-Lens
Montignies-sur-Roc,-,-,01.01.0001,02.01.1977,Montignies-sur-Roc
Montroeul-sur-Haine,-,-,01.01.0001,02.01.1977,Montroeul-sur-Haine
Neufmaison,-,-,01.01.0001,02.01.1977,Neufmaison
Neufvilles,-,-,01.01.0001,01.01.1977,Neufvilles
Nimy,-,-,01.01.0001,01.01.1972,Nimy
Noirchain,-,-,01.01.0001,02.01.1977,Noirchain
Nouvelles,-,-,01.01.0001,01.01.1977,Nouvelles
Obourg,-,-,01.01.0001,01.01.1972,Obourg
Onnezies,-,-,01.01.0001,02.01.1977,Onnezies
Pâturages,-,-,01.01.0001,02.01.1977,Pâturages
Quaregnon,-,-,01.01.0001,31.12.9999,Quaregnon
Quévy-le-Grand,-,-,01.01.0001,02.01.1977,Quévy-le-Grand
Quévy-le-Petit,-,-,01.01.0001,02.01.1977,Quévy-le-Petit
Quiévrain,-,-,01.01.0001,31.12.9999,Quiévrain
Roisin,-,-,01.01.0001,02.01.1977,Roisin
Saint-Ghislain,-,-,01.01.0001,31.12.9999,Saint-Ghislain
Saint-Symphorien,-,-,01.01.0001,01.01.1977,Saint-Symphorien
Sars-la-Bruyère,-,-,01.01.0001,02.01.1977,Sars-la-Bruyère
Sirault,-,-,01.01.0001,02.01.1977,Sirault
Spiennes,-,-,01.01.0001,01.01.1977,Spiennes
Tertre,-,-,01.01.0001,02.01.1977,Tertre
Thulin,-,-,01.01.0001,02.01.1977,Thulin
Villerot,-,-,01.01.0001,02.01.1977,Villerot
Warquignies,-,-,01.01.0001,02.01.1977,Warquignies
Wasmes,-,-,01.01.0001,02.01.1977,Wasmes
Wasmuel,-,-,01.01.0001,03.01.1977,Wasmuel
Wihéries,-,-,01.01.0001,02.01.1977,Wihéries
Colfontaine,-,-,02.01.1977,31.12.9999,Colfontaine
Honnelles,-,-,02.01.1977,31.12.9999,Honnelles
Quévy,-,-,02.01.1977,31.12.9999,Quévy
Bas-Warneton,Neerwaasten,-,01.01.0001,03.01.1977,Neerwaasten
Comines,Komen,-,01.01.0001,17.07.1982,Komen
Dottignies,Dottenijs,-,01.01.0001,01.01.1977,Dottenijs
Herseaux,-,-,01.01.0001,01.01.1977,Herseaux
Houthem,-,-,01.01.0001,03.01.1977,Houthem
Luingne,-,-,01.01.0001,01.01.1977,Luingne
Mouscron,Moeskroen,-,01.01.0001,31.12.2018,Moeskroen
Ploegsteert,-,-,01.01.0001,03.01.1977,Ploegsteert
Warneton,Waasten,-,01.01.0001,03.01.1977,Waasten
Comines-Warneton,Komen-Waasten,-,17.07.1982,31.12.2018,Komen-Waasten
Bassilly,Zullik,-,01.01.0001,02.01.1977,Zullik
Bois-de-Lessines,Lessenbos,-,01.01.0001,02.01.1977,Lessenbos
Boussoit,-,-,01.01.0001,02.01.1977,Boussoit
Braine-le-Comte,s Gravenbrakel,-,01.01.0001,31.12.9999,s Gravenbrakel
Bray,-,-,01.01.0001,01.01.1977,Bray
Casteau,-,-,01.01.0001,01.01.1977,Casteau
Deux-Acren,Twee-Akren,-,01.01.0001,02.01.1977,Twee-Akren
Ecaussinnes-d'Enghien,-,-,01.01.0001,03.01.1977,Ecaussinnes-d'Enghien
Ecaussinnes-Lalaing,-,-,01.01.0001,03.01.1977,Ecaussinnes-Lalaing
Enghien,Edingen,-,01.01.0001,31.12.2018,Edingen
Estinnes-au-Val,-,-,01.01.0001,02.01.1977,Estinnes-au-Val
Ghoy,-,-,01.01.0001,02.01.1977,Ghoy
Gottignies,-,-,01.01.0001,02.01.1965,Gottignies
Graty,-,-,01.01.0001,02.01.1977,Graty
Haine-Saint-Paul,-,-,01.01.0001,02.01.1977,Haine-Saint-Paul
Hennuyères,-,-,01.01.0001,01.01.1977,Hennuyères
Henripont,-,-,01.01.0001,01.01.1977,Henripont
Horrues,-,-,01.01.0001,01.01.1977,Horrues
Houdeng-Aimeries,-,-,01.01.0001,02.01.1977,Houdeng-Aimeries
Houdeng-Goegnies,-,-,01.01.0001,02.01.1977,Houdeng-Goegnies
Hoves,Hove,-,01.01.0001,02.01.1977,Hove
La Louvière,-,-,01.01.0001,31.12.2018,La Louvière
Lessines,Lessen,-,01.01.0001,31.12.2018,Lessen
Marche-lez-Ecaussinnes,-,-,01.01.0001,03.01.1977,Marche-lez-Ecaussinnes
Marcq,Mark,-,01.01.0001,02.01.1977,Mark
Maurage,-,-,01.01.0001,02.01.1977,Maurage
Mignault,-,-,01.01.0001,03.01.1977,Mignault
Naast,-,-,01.01.0001,01.01.1977,Naast
Ogy,-,-,01.01.0001,02.01.1977,Ogy
Ollignies,Woelingen,-,01.01.0001,02.01.1977,Woelingen
Papignies,Papegem,-,01.01.0001,02.01.1977,Papegem
Péronnes (lez-Binche),-,-,01.01.0001,01.01.1977,Péronnes (lez-Binche)
Petit-Enghien,Lettelingen,-,01.01.0001,02.01.1977,Lettelingen
Petit-Roeulx-lez-Braine,-,-,01.01.0001,01.01.1977,Petit-Roeulx-lez-Braine
Le Roeulx,-,-,01.01.0001,31.12.9999,Le Roeulx
Ronquières,-,-,01.01.0001,01.01.1977,Ronquières
Saint-Denis,-,-,01.01.0001,01.01.1965,Saint-Denis
Saint-Vaast,-,-,01.01.0001,02.01.1977,Saint-Vaast
Silly,Opzullik,-,01.01.0001,31.12.2018,Opzullik
Soignies,Zinnik,-,01.01.0001,31.12.9999,Zinnik
Steenkerque,Steenkerke,-,01.01.0001,01.01.1977,Steenkerke
Strépy-Bracquegnies,-,-,01.01.0001,02.01.1977,Strépy-Bracquegnies
Thieu,-,-,01.01.0001,03.01.1977,Thieu
Thieusies,-,-,01.01.0001,01.01.1977,Thieusies
Thoricourt,-,-,01.01.0001,02.01.1977,Thoricourt
Trivières,-,-,01.01.0001,02.01.1977,Trivières
Vellereille-le-Sec,-,-,01.01.0001,02.01.1977,Vellereille-le-Sec
Villers-Saint-Ghislain,-,-,01.01.0001,01.01.1977,Villers-Saint-Ghislain
Ville-sur-Haine,-,-,01.01.0001,03.01.1977,Ville-sur-Haine
Ecaussinnes,-,-,03.01.1977,31.12.9999,Ecaussinnes
Wannebecq,-,-,01.01.0001,01.01.1965,Wannebecq
Anderlues,-,-,01.01.0001,31.12.9999,Anderlues
Baileux,-,-,01.01.0001,26.02.1977,Baileux
Bailièvre,-,-,01.01.0001,26.02.1977,Bailièvre
Barbençon,-,-,01.01.0001,02.01.1977,Barbençon
Beaumont,-,-,01.01.0001,31.12.9999,Beaumont
Beauwelz,-,-,01.01.0001,03.01.1977,Beauwelz
Bersillies-l'Abbaye,-,-,01.01.0001,02.01.1977,Bersillies-l'Abbaye
Bienne-lez-Happart,-,-,01.01.0001,02.01.1977,Bienne-lez-Happart
Biercée,-,-,01.01.0001,01.01.1977,Biercée
Biesme-sous-Thuin,-,-,01.01.0001,01.01.1977,Biesme-sous-Thuin
Binche,-,-,01.01.0001,31.12.2018,Binche
Bourlers,-,-,01.01.0001,26.02.1977,Bourlers
Boussu-lez-Walcourt,-,-,01.01.0001,02.01.1977,Boussu-lez-Walcourt
Buvrinnes,-,-,01.01.0001,01.01.1977,Buvrinnes
Carnières,-,-,01.01.0001,02.01.1977,Carnières
Chimay,-,-,01.01.0001,31.12.9999,Chimay
Cour-sur-Heure,-,-,01.01.0001,03.01.1977,Cour-sur-Heure
Croix-lez-Rouveroy,-,-,01.01.0001,02.01.1977,Croix-lez-Rouveroy
Donstiennes,-,-,01.01.0001,01.01.1977,Donstiennes
Epinois,-,-,01.01.0001,01.01.1977,Epinois
Erpion,-,-,01.01.0001,02.01.1977,Erpion
Erquelinnes,-,-,01.01.0001,31.12.9999,Erquelinnes
Estinnes-au-Mont,-,-,01.01.0001,02.01.1977,Estinnes-au-Mont
Fauroeulx,-,-,01.01.0001,02.01.1977,Fauroeulx
Fontaine-Valmont,-,-,01.01.0001,03.01.1977,Fontaine-Valmont
Forge-Philippe,-,-,01.01.0001,03.01.1977,Forge-Philippe
Forges,-,-,01.01.0001,26.02.1977,Forges
Fourbechies,-,-,01.01.0001,01.01.1965,Fourbechies
Froidchapelle,-,-,01.01.0001,31.12.9999,Froidchapelle
Gozée,-,-,01.01.0001,01.01.1977,Gozée
Grand-Reng,-,-,01.01.0001,02.01.1977,Grand-Reng
Grandrieu,-,-,01.01.0001,02.01.1977,Grandrieu
Haine-Saint-Pierre,-,-,01.01.0001,02.01.1977,Haine-Saint-Pierre
Ham-sur-Heure,-,-,01.01.0001,03.01.1977,Ham-sur-Heure
Hantes-Wihéries,-,-,01.01.0001,02.01.1977,Hantes-Wihéries
Haulchin,-,-,01.01.0001,02.01.1977,Haulchin
Jamioulx,-,-,01.01.0001,03.01.1977,Jamioulx
Labuissière,-,-,01.01.0001,03.01.1977,Labuissière
Leers-et-Fosteau,-,-,01.01.0001,01.01.1977,Leers-et-Fosteau
L'Escaillère,-,-,01.01.0001,26.02.1977,L'Escaillère
Leugnies,-,-,01.01.0001,02.01.1977,Leugnies
Leval-Chaudeville,-,-,01.01.0001,02.01.1977,Leval-Chaudeville
Leval-Trahegnies,-,-,01.01.0001,01.01.1977,Leval-Trahegnies
Lobbes,-,-,01.01.0001,31.12.9999,Lobbes
Lompret,-,-,01.01.0001,26.02.1977,Lompret
Macon,-,-,01.01.0001,03.01.1977,Macon
Macquenoise,-,-,01.01.0001,03.01.1977,Macquenoise
Marbaix,-,-,01.01.0001,03.01.1977,Marbaix
Merbes-le-Château,-,-,01.01.0001,31.12.9999,Merbes-le-Château
Merbes-Sainte-Marie,-,-,01.01.0001,03.01.1977,Merbes-Sainte-Marie
Momignies,-,-,01.01.0001,31.12.9999,Momignies
Monceau-Imbrechies,-,-,01.01.0001,03.01.1977,Monceau-Imbrechies
Montbliart,-,-,01.01.0001,02.01.1977,Montbliart
Montignies-Saint-Christophe,-,-,01.01.0001,02.01.1977,Montignies-Saint-Christophe
Mont-Sainte-Aldegonde,-,-,01.01.0001,02.01.1977,Mont-Sainte-Aldegonde
Mont-Sainte-Geneviève,-,-,01.01.0001,02.01.1977,Mont-Sainte-Geneviève
Morlanwelz-Mariemont,-,-,01.01.0001,02.01.1977,Morlanwelz-Mariemont
Nalinnes,-,-,01.01.0001,03.01.1977,Nalinnes
Peissant,-,-,01.01.0001,02.01.1977,Peissant
Ragnies,-,-,01.01.0001,01.01.1977,Ragnies
Rance,-,-,01.01.0001,02.01.1977,Rance
Renlies,-,-,01.01.0001,02.01.1977,Renlies
Ressaix,-,-,01.01.0001,01.01.1977,Ressaix
Rièzes,-,-,01.01.0001,26.02.1977,Rièzes
Robechies,-,-,01.01.0001,26.02.1977,Robechies
Rouveroy,-,-,01.01.0001,02.01.1977,Rouveroy
Saint-Remy (Hainaut),-,-,01.01.0001,26.02.1977,Saint-Remy (Hainaut)
Salles,-,-,01.01.0001,26.02.1977,Salles
Sars-la-Buissière,-,-,01.01.0001,02.01.1977,Sars-la-Buissière
Sautin,-,-,01.01.0001,02.01.1977,Sautin
Seloignes,-,-,01.01.0001,03.01.1977,Seloignes
Sivry,-,-,01.01.0001,02.01.1977,Sivry
Solre-Saint-Géry,-,-,01.01.0001,02.01.1977,Solre-Saint-Géry
Solre-sur-Sambre,-,-,01.01.0001,02.01.1977,Solre-sur-Sambre
Strée (Hainaut),-,-,01.01.0001,02.01.1977,Strée (Hainaut)
Thirimont,-,-,01.01.0001,02.01.1977,Thirimont
Thuillies,-,-,01.01.0001,01.01.1977,Thuillies
Thuin,-,-,01.01.0001,31.12.9999,Thuin
Vaulx (lez-Chimay),-,-,01.01.0001,26.02.1977,Vaulx (lez-Chimay)
Vellereille-les-Brayeux,-,-,01.01.0001,02.01.1977,Vellereille-les-Brayeux
Vergnies,-,-,01.01.0001,02.01.1977,Vergnies
Villers-la-Tour,-,-,01.01.0001,26.02.1977,Villers-la-Tour
Virelles,-,-,01.01.0001,26.02.1977,Virelles
Waudrez,-,-,01.01.0001,01.01.1977,Waudrez
Estinnes,-,-,02.01.1977,31.12.2018,Estinnes
Ham-sur-Heure-Nalinnes,-,-,03.01.1977,31.12.9999,Ham-sur-Heure-Nalinnes
Morlanwelz,-,-,01.01.0001,31.12.2018,Morlanwelz
Sivry-Rance,-,-,02.01.1977,31.12.9999,Sivry-Rance
Battignies,-,-,01.01.0001,01.01.1900,Battignies
Amougies,-,-,01.01.0001,02.01.1977,Amougies
Anseroeul,-,-,01.01.0001,02.01.1977,Anseroeul
Antoing,-,-,01.01.0001,31.12.9999,Antoing
Bailleul,-,-,01.01.0001,02.01.1977,Bailleul
Barry,-,-,01.01.0001,07.04.1977,Barry
Baugnies,-,-,01.01.0001,02.01.1977,Baugnies
Beclers,-,-,01.01.0001,07.04.1977,Beclers
Blandain,-,-,01.01.0001,07.04.1977,Blandain
Blaton,-,-,01.01.0001,02.01.1977,Blaton
Bléharies,-,-,01.01.0001,01.01.1977,Bléharies
Bon-Secours,-,-,01.01.0001,02.01.1977,Bon-Secours
Braffe,-,-,01.01.0001,02.01.1977,Braffe
Brasmenil,-,-,01.01.0001,02.01.1977,Brasmenil
Bruyelle,-,-,01.01.0001,02.01.1977,Bruyelle
Bury,-,-,01.01.0001,02.01.1977,Bury
Callenelle,-,-,01.01.0001,02.01.1977,Callenelle
Calonne,-,-,01.01.0001,02.01.1977,Calonne
Celles (lez-Tournai),-,-,01.01.0001,31.12.9999,Celles (lez-Tournai)
Chapelle-^-Oie,-,-,01.01.0001,02.01.1977,Chapelle-^-Oie
Chapelle-^-Wattines,-,-,01.01.0001,02.01.1977,Chapelle-^-Wattines
Chercq,-,-,01.01.0001,07.04.1977,Chercq
Ere,-,-,01.01.0001,07.04.1977,Ere
Escanaffles,-,-,01.01.0001,02.01.1977,Escanaffles
Esplechin,-,-,01.01.0001,07.04.1977,Esplechin
Esquelmes,-,-,01.01.0001,02.01.1977,Esquelmes
Estaimbourg,-,-,01.01.0001,02.01.1977,Estaimbourg
Estaimpuis,-,-,01.01.0001,31.12.9999,Estaimpuis
Evregnies,-,-,01.01.0001,02.01.1977,Evregnies
Fontenoy,-,-,01.01.0001,02.01.1977,Fontenoy
Froidmont,-,-,01.01.0001,07.04.1977,Froidmont
Froyennes,-,-,01.01.0001,07.04.1977,Froyennes
Gallaix,-,-,01.01.0001,02.01.1977,Gallaix
Gaurain-Ramecroix,-,-,01.01.0001,07.04.1977,Gaurain-Ramecroix
Grandmetz,-,-,01.01.0001,02.01.1977,Grandmetz
Guignies,-,-,01.01.0001,01.01.1977,Guignies
Havinnes,-,-,01.01.0001,07.04.1977,Havinnes
Hérinnes,-,-,01.01.0001,02.01.1977,Hérinnes
Hertain,-,-,01.01.0001,07.04.1977,Hertain
Hollain,-,-,01.01.0001,01.01.1977,Hollain
Howardries,-,-,01.01.0001,01.01.1977,Howardries
Jollain-Merlin,-,-,01.01.0001,01.01.1977,Jollain-Merlin
Kain,-,-,01.01.0001,07.04.1977,Kain
La Glanerie,-,-,01.01.0001,03.01.1977,La Glanerie
Lamain,-,-,01.01.0001,07.04.1977,Lamain
Laplaigne,-,-,01.01.0001,01.01.1977,Laplaigne
Leers-Nord,-,-,01.01.0001,02.01.1977,Leers-Nord
Lesdain,-,-,01.01.0001,01.01.1977,Lesdain
Leuze,-,-,01.01.0001,02.01.1977,Leuze
Ligne,-,-,01.01.0001,02.03.1977,Ligne
Marquain,-,-,01.01.0001,07.04.1977,Marquain
Maubray,-,-,01.01.0001,02.01.1977,Maubray
Maulde,-,-,01.01.0001,07.04.1977,Maulde
Melles,-,-,01.01.0001,07.04.1977,Melles
Molenbaix,-,-,01.01.0001,02.01.1977,Molenbaix
Montroeul-au-Bois,-,-,01.01.0001,02.01.1977,Montroeul-au-Bois
Mont-Saint-Aubert,-,-,01.01.0001,07.04.1977,Mont-Saint-Aubert
Mourcourt,-,-,01.01.0001,07.04.1977,Mourcourt
Néchin,-,-,01.01.0001,02.01.1977,Néchin
Obigies,-,-,01.01.0001,02.01.1977,Obigies
Orcq,-,-,01.01.0001,07.04.1977,Orcq
Orroir,-,-,01.01.0001,02.01.1977,Orroir
Pecq,-,-,01.01.0001,31.12.9999,Pecq
Péronnes (lez-Antoing),-,-,01.01.0001,02.01.1977,Péronnes (lez-Antoing)
Péruwelz,-,-,01.01.0001,31.12.9999,Péruwelz
Pipaix,-,-,01.01.0001,02.01.1977,Pipaix
Popuelles,-,-,01.01.0001,02.01.1977,Popuelles
Pottes,-,-,01.01.0001,02.01.1977,Pottes
Quartes,-,-,01.01.0001,07.04.1977,Quartes
Ramegnies-Chin,-,-,01.01.0001,07.04.1977,Ramegnies-Chin
Rongy,-,-,01.01.0001,01.01.1977,Rongy
Roucourt,-,-,01.01.0001,02.01.1977,Roucourt
Rumes,-,-,01.01.0001,31.12.9999,Rumes
Rumillies,-,-,01.01.0001,07.04.1977,Rumillies
Russeignies,Rozenaken,-,01.01.0001,02.01.1977,Rozenaken
Saint-Léger (Hainaut),-,-,01.01.0001,02.01.1977,Saint-Léger (Hainaut)
Saint-Maur,-,-,01.01.0001,07.04.1977,Saint-Maur
Taintignies,-,-,01.01.0001,03.01.1977,Taintignies
Templeuve,-,-,01.01.0001,07.04.1977,Templeuve
Thieulain,-,-,01.01.0001,02.01.1977,Thieulain
Thimougies,-,-,01.01.0001,07.04.1977,Thimougies
Tournai,Doornik,-,01.01.0001,31.12.9999,Doornik
Vaulx (lez-Tournai),-,-,01.01.0001,07.04.1977,Vaulx (lez-Tournai)
Velaines,-,-,01.01.0001,02.01.1977,Velaines
Vezon,-,-,01.01.0001,07.04.1977,Vezon
Warchin,-,-,01.01.0001,07.04.1977,Warchin
Warcoing,-,-,01.01.0001,02.01.1977,Warcoing
Wasmes-Audemetz-Briffoeil,-,-,01.01.0001,02.01.1977,Wasmes-Audemetz-Briffoeil
Wattripont,-,-,01.01.0001,01.01.1971,Wattripont
Wez-Velvain,-,-,01.01.0001,01.01.1977,Wez-Velvain
Wiers,-,-,01.01.0001,02.01.1977,Wiers
Willaupuis,-,-,01.01.0001,02.01.1977,Willaupuis
Willemeau,-,-,01.01.0001,07.04.1977,Willemeau
Brunehaut,-,-,01.01.1977,31.12.9999,Brunehaut
Leuze-en-Hainaut,-,-,02.01.1977,31.12.9999,Leuze-en-Hainaut
Mont-de-l'Enclus,-,-,02.01.1977,31.12.9999,Mont-de-l'Enclus
Pr.Liège,Pr.Luik,Pr.Lüttich,01.01.0001,31.12.9999,Pr.Luik
Abée,-,-,01.01.0001,02.01.1977,Abée
Aineffe,-,-,01.01.0001,02.01.1977,Aineffe
Amay,-,-,01.01.0001,31.12.9999,Amay
Ampsin,-,-,01.01.0001,01.01.1977,Ampsin
Antheit,-,-,01.01.0001,02.01.1977,Antheit
Bas-Oha,-,-,01.01.0001,02.01.1977,Bas-Oha
Ben-Ahin,-,-,01.01.0001,02.01.1977,Ben-Ahin
Bois-et-Borsu,-,-,01.01.0001,01.01.1977,Bois-et-Borsu
Borlez,-,-,01.01.0001,01.01.1971,Borlez
Burdinne,-,-,01.01.0001,31.12.9999,Burdinne
Chapon-Seraing,-,-,01.01.0001,03.01.1977,Chapon-Seraing
Clavier,-,-,01.01.0001,31.12.9999,Clavier
Clermont-sous-Huy,-,-,01.01.0001,02.01.1977,Clermont-sous-Huy
Comblain-Fairon,-,-,01.01.0001,02.01.1977,Comblain-Fairon
Couthuin,-,-,01.01.0001,02.01.1977,Couthuin
Ehein,-,-,01.01.0001,03.01.1977,Ehein
Ellemelle,-,-,01.01.0001,02.01.1977,Ellemelle
