Frans,Nederlands,Duits,Begin,Einde
Maizeret,-,-,01.01.0001,10.02.1977
Malonne,-,-,01.01.0001,01.01.1977
Marche-les-Dames,-,-,01.01.0001,01.01.1977
Marchovelette,-,-,01.01.0001,03.01.1977
Mazy,-,-,01.01.0001,02.01.1977
Mehaigne,-,-,01.01.0001,31.01.1977
Mettet,-,-,01.01.0001,31.12.9999
Meux,-,-,01.01.0001,03.01.1977
Moignelée,-,-,01.01.0001,01.01.1977
Mornimont,-,-,01.01.0001,02.01.1977
Moustier (sur-Sambre),-,-,01.01.0001,02.01.1977
Mozet,-,-,01.01.0001,02.01.1977
Namêche,-,-,01.01.0001,10.02.1977
Namur,Namen,-,01.01.0001,31.12.9999
Naninne,-,-,01.01.0001,01.01.1977
Noville-les-Bois,-,-,01.01.0001,03.01.1977
Ohey,-,-,01.01.0001,31.12.9999
Onoz,-,-,01.01.0001,02.01.1977
Perwez (lez-Haillot),-,-,01.01.0001,03.01.1977
Pontillas,-,-,01.01.0001,03.01.1977
Profondeville,-,-,01.01.0001,31.12.9999
Rhisnes,-,-,01.01.0001,03.01.1977
Saint-Denis (Bovesse),-,-,01.01.0001,03.01.1977
Saint-Gérard,-,-,01.01.0001,02.01.1977
Saint-Germain,-,-,01.01.0001,31.01.1977
Saint-Marc,-,-,01.01.0001,01.01.1977
Saint-Martin,-,-,01.01.0001,02.01.1977
Saint-Servais,-,-,01.01.0001,01.01.1977
Sart-Bernard,-,-,01.01.0001,03.01.1977
Sart-Eustache,-,-,01.01.0001,02.01.1977
Sart-Saint-Laurent,-,-,01.01.0001,02.01.1977
Sauvenière,-,-,01.01.0001,05.01.1965
Sclayn,-,-,01.01.0001,10.02.1977
Sombreffe,-,-,01.01.0001,31.12.9999
Sorée,-,-,01.01.0001,02.01.1977
Sorinne-la-Longue,-,-,01.01.0001,03.01.1977
Sosoye,-,-,01.01.0001,02.01.1977
Soye,-,-,01.01.0001,02.01.1977
Spy,-,-,01.01.0001,02.01.1977
Suarlée,-,-,01.01.0001,01.01.1977
Tamines,-,-,01.01.0001,01.01.1977
Taviers,-,-,01.01.0001,31.01.1977
Temploux,-,-,01.01.0001,01.01.1977
Thon,-,-,01.01.0001,10.02.1977
Tillier,-,-,01.01.0001,03.01.1977
Tongrinne,-,-,01.01.0001,01.01.1977
Upigny,-,-,01.01.0001,31.01.1977
Vedrin,-,-,01.01.0001,01.01.1977
Velaine,-,-,01.01.0001,01.01.1977
Vezin,-,-,01.01.0001,10.02.1977
Villers-lez-Heest,-,-,01.01.0001,03.01.1977
Vitrival,-,-,01.01.0001,02.01.1977
Waret-la-Chaussée,-,-,01.01.0001,31.01.1977
Warisoulx,-,-,01.01.0001,03.01.1977
Wépion,-,-,01.01.0001,01.01.1977
Wierde,-,-,01.01.0001,01.01.1977
Sambreville,-,-,04.07.1978,31.12.9999
Fernelmont,-,-,03.01.1977,31.12.9999
Gembloux-sur-Orneau,-,-,02.01.1977,01.01.1980
Jemeppe-sur-Sambre,-,-,02.01.1977,31.12.9999
La Bruyère,-,-,03.01.1977,31.12.9999
Gembloux,-,-,01.01.1980,31.12.9999
Basse-Sambre,-,-,01.01.1977,04.07.1978
Agimont,-,-,01.01.0001,03.01.1977
Anthée,-,-,01.01.0001,01.01.1977
Aublain,-,-,01.01.0001,01.01.1977
Berzée,-,-,01.01.0001,02.01.1977
Biesmerée,-,-,01.01.0001,02.01.1977
Boussu-en-Fagne,-,-,01.01.0001,01.01.1977
Brûly,-,-,01.01.0001,01.01.1977
Brûly-de-Pesche,-,-,01.01.0001,01.01.1977
Castillon,-,-,01.01.0001,02.01.1977
Cerfontaine,-,-,01.01.0001,31.12.9999
Chastrès,-,-,01.01.0001,02.01.1977
Clermont (lez-Walcourt),-,-,01.01.0001,02.01.1977
Corenne,-,-,01.01.0001,02.01.1977
Couvin,-,-,01.01.0001,31.12.9999
Cul-des-Sarts,-,-,01.01.0001,01.01.1977
Dailly,-,-,01.01.0001,01.01.1977
Daussois,-,-,01.01.0001,01.01.1977
Doische,-,-,01.01.0001,31.12.9999
Dourbes,-,-,01.01.0001,02.01.1977
Fagnolle,-,-,01.01.0001,02.01.1977
Flavion,-,-,01.01.0001,02.01.1977
Florennes,-,-,01.01.0001,31.12.9999
Fontenelle,-,-,01.01.0001,02.01.1977
Fraire,-,-,01.01.0001,02.01.1977
Franchimont,-,-,01.01.0001,02.01.1977
Frasnes (lez-Couvin),-,-,01.01.0001,01.01.1977
Gimnée,-,-,01.01.0001,02.01.1977
Gochenée,-,-,01.01.0001,02.01.1977
Gonrieux,-,-,01.01.0001,01.01.1977
Gourdinne,-,-,01.01.0001,02.01.1977
Hanzinelle,-,-,01.01.0001,02.01.1977
Hanzinne,-,-,01.01.0001,02.01.1977
Hemptinne (lez-Florennes),-,-,01.01.0001,02.01.1977
Hermeton-sur-Meuse,-,-,01.01.0001,03.01.1977
Jamagne,-,-,01.01.0001,02.01.1977
Jamiolle,-,-,01.01.0001,02.01.1977
Laneffe,-,-,01.01.0001,02.01.1977
Le Mesnil,-,-,01.01.0001,02.01.1977
Mariembourg,-,-,01.01.0001,01.01.1977
Matagne-la-Grande,-,-,01.01.0001,02.01.1977
Matagne-la-Petite,-,-,01.01.0001,02.01.1977
Mazée,-,-,01.01.0001,02.01.1977
Merlemont,-,-,01.01.0001,02.01.1977
Morialmé,-,-,01.01.0001,02.01.1977
Morville,-,-,01.01.0001,02.01.1977
Neuville,-,-,01.01.0001,02.01.1977
Nismes,-,-,01.01.0001,02.01.1977
Niverlée,-,-,01.01.0001,02.01.1977
Oignies-en-Thiérache,-,-,01.01.0001,02.01.1977
Olloy-sur-Viroin,-,-,01.01.0001,02.01.1977
Omezée,-,-,01.01.0001,02.01.1977
Oret,-,-,01.01.0001,02.01.1977
Pesche,-,-,01.01.0001,01.01.1977
Petigny,-,-,01.01.0001,01.01.1977
Petite-Chapelle,-,-,01.01.0001,01.01.1977
Philippeville,-,-,01.01.0001,31.12.9999
Presgaux,-,-,01.01.0001,01.01.1977
Pry,-,-,01.01.0001,02.01.1977
Rognée,-,-,01.01.0001,02.01.1977
Roly,-,-,01.01.0001,02.01.1977
Romedenne,-,-,01.01.0001,02.01.1977
Romerée,-,-,01.01.0001,02.01.1977
Rosée,-,-,01.01.0001,02.01.1977
Saint-Aubin,-,-,01.01.0001,02.01.1977
Samart,-,-,01.01.0001,02.01.1977
Sart-en-Fagne,-,-,01.01.0001,02.01.1977
Sautour,-,-,01.01.0001,02.01.1977
Senzeilles,-,-,01.01.0001,01.01.1977
Serville,-,-,01.01.0001,01.01.1977
Silenrieux,-,-,01.01.0001,02.01.1977
Somzée,-,-,01.01.0001,02.01.1977
Soulme,-,-,01.01.0001,02.01.1977
Soumoy,-,-,01.01.0001,01.01.1977
Stave,-,-,01.01.0001,02.01.1977
Surice,-,-,01.01.0001,02.01.1977
Tarcienne,-,-,01.01.0001,02.01.1977
Thy-le-Bauduin,-,-,01.01.0001,02.01.1977
Thy-le-Château,-,-,01.01.0001,02.01.1977
Treignes,-,-,01.01.0001,02.01.1977
Vaucelles,-,-,01.01.0001,02.01.1977
Vierves-sur-Viroin,-,-,01.01.0001,02.01.1977
Villers-Deux-Eglises,-,-,01.01.0001,01.01.1977
Villers-en-Fagne,-,-,01.01.0001,02.01.1977
Villers-le-Gambon,-,-,01.01.0001,02.01.1977
Vodecée,-,-,01.01.0001,02.01.1977
Vodelée,-,-,01.01.0001,02.01.1977
Vogenée,-,-,01.01.0001,02.01.1977
Walcourt,-,-,01.01.0001,31.12.9999
Yves-Gomezée,-,-,01.01.0001,02.01.1977
Viroinval,-,-,02.01.1977,31.12.9999
Ministère des Communications,Ministerie van Verkeerswegen,Verkehrsministerium,01.01.0001,31.12.9999
Ministère Affaires Etrangères,Ministerie van Buitenlandse Zaken,Aussenministerium,01.01.0001,31.12.9999
Conseil de guerre en campagne,Krijgsraad te velde,Kriegsgericht im Felde,01.01.0001,31.12.9999
Cour militaire,Militair Gerechtshof,Militärgerichtshof,01.01.0001,31.12.9999
Décédé(e),Overleden,Gestorben,01.01.0001,31.12.9999
Radié(e) d'office,Afvoering van ambtswege,Streichung von Amtswegen,01.01.0001,31.12.9999
Dossier annulé,Geannuleerd dossier,Akte aufgehoben,01.01.0001,31.12.9999
Dispensé(e) d'inscription,Vrijgesteld van inschrijving,Von der Einschreibung dispensiert,01.01.0001,31.12.9999
