ID,Name,Habitants,Index,Acreage,HabitantsPerSquareKm,ProsperityIndex,Province,Latitude,Longitude,BoundingBox,Frans,Nederlands,Duits,Begin,Einde,geojson_name,Cluster Labels,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue
309,Wichelen,11672,167.0,22.87,510,112.4,Oost-Vlaanderen,51.0020843,3.98064380989736,"['50.9802649', '51.0237913', '3.9562975', '4.0063422']",-,Wichelen,-,01.01.0001,31.12.9999,Wichelen,3,Nightclub,Cafeteria,Gym / Fitness Center,Friterie,Pharmacy
310,Roosdaal,11631,211.0,21.69,536,116.5,Vlaams-Brabant,50.8341383,4.0972238,"['50.8115084', '50.8586188', '4.040669', '4.1505805']",-,Roosdaal,-,02.01.1965,31.12.9999,Roosdaal,1,Furniture / Home Store,Bus Stop,Supermarket,Restaurant,Greek Restaurant
311,Nieuwpoort,11621,267.0,31.0,375,107.2,West-Vlaanderen,51.14416005,2.72839560453671,"['51.1234561', '51.1648639', '2.7000052', '2.79869']",Nieuport,Nieuwpoort,Nieuwpoort,01.01.0001,31.12.9999,Nieuwpoort,3,Seafood Restaurant,Fish Market,Bar,Bakery,Bistro
312,Nazareth,11619,148.0,35.19,330,118.2,Oost-Vlaanderen,50.959802,3.5963218,"['50.9284869', '50.9882768', '3.538598', '3.678529']",-,Nazareth,-,01.01.0001,31.12.9999,Nazareth,3,Spa,Bakery,Bus Stop,Friterie,Falafel Restaurant
313,Hemiksem,11559,384.0,5.44,2126,104.1,Antwerpen,51.14301920000001,4.3409825999999985,"['51.1294732', '51.1615229', '4.3231508', '4.358432']",-,Hemiksem,-,01.01.0001,31.12.9999,Hemiksem,1,Bus Stop,Deli / Bodega,Bar,Auto Garage,Moroccan Restaurant
314,Berlaar,11527,340.0,24.57,469,108.4,Antwerpen,51.10303735,4.664038763459679,"['51.0752066', '51.1306383', '4.6051395', '4.7005561']",-,Berlaar,-,01.01.0001,31.12.9999,Berlaar,3,Pub,Bakery,Café,Bar,Boutique
315,Alken,11499,389.0,28.14,409,108.9,Limburg,50.8754731,5.3079873,"['50.8536656', '50.9103835', '5.2421351', '5.3520052']",-,Alken,-,01.01.0001,31.12.9999,Alken,0,Bar,Restaurant,Brasserie,Playground,Brewery
316,Staden,11489,125.0,46.24,248,95.2,West-Vlaanderen,50.97048785,3.00134062318699,"['50.9416492', '50.9993295', '2.9590661', '3.0501928']",-,Staden,-,01.01.0001,31.12.9999,Staden,0,Bar,Friterie,Bus Stop,Bakery,Spa
317,Seneffe,11433,110.0,62.77,182,107.0,Henegouwen,50.5293247,4.2568013,"['50.4963203', '50.6015914', '4.1862684', '4.3362831']",Seneffe,-,-,01.01.2019,31.12.9999,Seneffe,4,Garden,Bakery,Castle,Friterie,Gastropub
318,Retie,11396,432.0,48.39,236,103.5,Antwerpen,51.2675862,5.0843883000000005,"['51.2181877', '51.297743', '5.0162812', '5.1590464']",-,Retie,-,01.01.0001,31.12.9999,Retie,0,Bar,Brasserie,Ice Cream Shop,Bakery,Supermarket
319,Durbuy,11395,144.0,156.61,73,90.4,Luxemburg,50.3524116,5.456248,"['50.2989035', '50.430377', '5.3417016', '5.6365246']",Durbuy,-,-,01.01.0001,31.12.9999,Durbuy,3,Hotel,Belgian Restaurant,Vacation Rental,Restaurant,Recreation Center
320,Virton,11332,160.0,94.49,120,94.7,Luxemburg,49.5677263,5.5329559,"['49.5059543', '49.6394297', '5.5014019', '5.644178']",Virton,-,-,01.01.0001,31.12.9999,Virton,4,Supermarket,Train Station,Shoe Store,Grocery Store,Clothing Store
321,Hoeilaart,11321,486.0,20.43,554,123.1,Vlaams-Brabant,50.7674846,4.474407,"['50.7351488', '50.7826953', '4.4052019', '4.5115336']",-,Hoeilaart,-,01.01.0001,31.12.9999,Hoeilaart,0,Belgian Restaurant,Bar,Friterie,Bakery,Supermarket
322,Farciennes,11316,572.0,10.39,1090,63.4,Henegouwen,50.4318404,4.5465179,"['50.413497', '50.4509673', '4.5174142', '4.5797193']",Farciennes,-,-,01.01.0001,31.12.9999,Farciennes,3,Stadium,Sports Club,Gym / Fitness Center,Pool,Zoo
323,Florennes,11310,139.0,133.55,85,91.7,Namen,50.2514227,4.603018700000002,"['50.1977222', '50.323089', '4.5047793', '4.7882541']",Florennes,-,-,01.01.0001,31.12.9999,Florennes,4,Supermarket,Bus Stop,Friterie,Golf Course,Park
324,Libramont-Chevigny,11276,290.0,177.86,63,97.3,Luxemburg,49.9156327,5.376200700000001,"['49.875493', '50.0255271', '5.291465', '5.5532116']",Libramont-Chevigny,-,-,02.01.1977,31.12.9999,Libramont-Chevigny,4,Supermarket,Bar,Restaurant,Clothing Store,Soccer Field
325,Moorslede,11250,143.0,35.34,318,97.8,West-Vlaanderen,50.89006565,3.07320759726416,"['50.8523123', '50.9279659', '3.0273331', '3.1174715']",-,Moorslede,-,01.01.0001,31.12.9999,Moorslede,0,Pharmacy,Pub,Bed & Breakfast,Friterie,Bar
326,Vosselaar,11187,1.2919999999999998,11.85,944,120.7,Antwerpen,51.3129153,4.8878026,"['51.2850783', '51.327181', '4.8371406', '4.914534']",-,Vosselaar,-,01.01.0001,31.12.9999,Vosselaar,0,Bar,Sporting Goods Shop,Sandwich Place,Bakery,Flower Shop
327,De Panne,11176,874.0,23.9,468,101.2,West-Vlaanderen,51.09437775,2.5806696887141203,"['51.0759279', '51.1133479', '2.5416488', '2.6176852']",La Panne,De Panne,De Panne,01.01.0001,31.12.9999,De Panne,0,Bar,Pub,Plaza,Bakery,Farmers Market
329,Grobbendonk,11155,628.0,28.36,393,112.4,Antwerpen,51.1919904,4.7385027000000015,"['51.1495237', '51.2162507', '4.6924603', '4.7930868']",-,Grobbendonk,-,01.01.0001,31.12.9999,Grobbendonk,3,Friterie,Bakery,Dog Run,Newsstand,Bus Stop
330,Oud-Heverlee,11112,459.0,31.14,357,144.4,Vlaams-Brabant,50.8376275,4.6629253,"['50.790988', '50.8522314', '4.6321112', '4.746464']",-,Oud-Heverlee,-,01.01.0001,31.12.9999,Oud-Heverlee,1,Bus Stop,Stables,Bar,Motorcycle Shop,Lawyer
331,Kelmis,11108,186.0,18.12,613,89.6,Luik,50.71549570000001,6.0133410000000005,"['50.6915553', '50.7542877', '5.9817358', '6.0616666']",La Calamine,Kelmis,Kelmis,01.01.0001,31.12.9999,La Calamine,0,Pool,Hotel Bar,Bar,Italian Restaurant,Grocery Store
332,Ingelmunster,10996,192.0,16.16,681,101.4,West-Vlaanderen,50.92196635,3.26171897393295,"['50.896567', '50.9472718', '3.2296901', '3.2975138']",-,Ingelmunster,-,01.01.0001,31.12.9999,Ingelmunster,3,Bus Stop,Convenience Store,Pub,Arts & Crafts Store,Steakhouse
333,Damme,10993,145.0,89.52,123,112.1,West-Vlaanderen,51.2553021,3.2920911130762005,"['51.231586', '51.2788761', '3.2597053', '3.3342892']",-,Damme,-,01.01.0001,31.12.9999,Damme,0,Belgian Restaurant,Restaurant,Bar,Italian Restaurant,Vacation Rental
334,Rebecq,10979,237.0,39.08,281,101.3,Waals-Brabant,50.6645894,4.1355466,"['50.6293853', '50.7169781', '4.0917811', '4.1809909']",Rebecq,-,-,02.01.1977,31.12.9999,Rebecq,3,Pet Store,Health & Beauty Service,French Restaurant,Bakery,Bistro
335,Borgloon,10906,198.0,51.12,213,103.1,Limburg,50.8004351,5.357070017046451,"['50.7785297', '50.8222383', '5.3039619', '5.3807698']",Looz,Borgloon,Borgloon,01.01.0001,31.12.9999,Borgloon,0,Bar,Bus Stop,Brasserie,Restaurant,Supermarket
336,Ham,10897,476.0,32.69,333,102.1,Limburg,51.1054908,5.1609815,"['51.0737636', '51.1405323', '5.0949843', '5.2303645']",-,Ham,-,02.01.1977,31.12.9999,Ham,4,Liquor Store,Trail,Arts & Crafts Store,Supermarket,Convenience Store
337,Meulebeke,10860,122.0,29.35,370,98.2,West-Vlaanderen,50.9484788,3.2859605761212003,"['50.9191312', '50.9779149', '3.2281729', '3.3526896']",-,Meulebeke,-,01.01.0001,31.12.9999,Meulebeke,0,Bar,Friterie,Supermarket,Bakery,Sandwich Place
338,Borsbeek,10854,2.079,3.92,2770,104.9,Antwerpen,51.1928907,4.488953,"['51.1805746', '51.2038369', '4.4701749', '4.5090754']",-,Borsbeek,-,01.01.0001,31.12.9999,Borsbeek,3,Supermarket,Friterie,Bakery,Park,Gym / Fitness Center
339,Waasmunster,10801,201.0,31.93,338,123.3,Oost-Vlaanderen,51.10971470000001,4.0842158,"['51.0909356', '51.146286', '4.0122704', '4.1416769']",-,Waasmunster,-,01.01.0001,31.12.9999,Waasmunster,1,Park,Massage Studio,Bus Stop,Athletics & Sports,Skate Park
341,Tielt-Winge,10747,259.0,44.16,243,117.1,Vlaams-Brabant,50.935286700000006,4.9100433,"['50.8802653', '50.9632257', '4.8429537', '4.9518307']",-,Tielt-Winge,-,01.01.1977,31.12.9999,Tielt-Winge,3,Clothing Store,Shoe Store,Bus Stop,Electronics Store,Cosmetics Shop
342,Aiseau-Presles,10743,351.0,22.19,484,85.8,Henegouwen,50.4065228,4.5840809999999985,"['50.3666404', '50.4386628', '4.5303115', '4.6170433']",Aiseau-Presles,-,-,02.01.1977,31.12.9999,Aiseau-Presles,4,Supermarket,Italian Restaurant,Restaurant,Fast Food Restaurant,Clothing Store
343,Villers-la-Ville,10702,200.0,47.45,226,113.6,Waals-Brabant,50.5727351,4.5342675,"['50.5254079', '50.6014877', '4.4535266', '4.5908744']",Villers-la-Ville,-,-,01.01.0001,31.12.9999,Villers-la-Ville,3,Friterie,Supermarket,Train Station,Event Space,Food & Drink Shop
344,De Pinte,10683,741.0,17.98,594,140.8,Oost-Vlaanderen,50.99270345,3.6518025759649104,"['50.9712287', '51.0143512', '3.623631', '3.6846268']",-,De Pinte,-,01.01.0001,31.12.9999,De Pinte,0,Bar,Bus Stop,Supermarket,Brasserie,Cheese Shop
345,Kasteelbrakel,10549,276.0,22.7,465,116.0,Waals-Brabant,50.68088165,4.2666690726131895,"['50.6588054', '50.7004388', '4.2376013', '4.3033516']",Braine-le-Château,Kasteelbrakel,-,01.01.0001,31.12.9999,Braine-le-Château,4,Supermarket,Flower Shop,Asian Restaurant,Basketball Court,Bar
347,Niel,10501,313.0,5.27,1992,100.4,Antwerpen,51.1098649,4.3303395999999985,"['51.0951403', '51.1160405', '4.3079884', '4.3632067']",-,Niel,-,01.01.0001,31.12.9999,Niel,1,Bus Stop,Pub,Greek Restaurant,Fishing Spot,Bakery
350,Hulshout,10424,551.0,17.35,601,106.8,Antwerpen,51.07497005,4.79671488015621,"['51.061194', '51.0885818', '4.7668664', '4.8321233']",-,Hulshout,-,01.01.0001,31.12.9999,Hulshout,0,Bar,Pizza Place,Plaza,Sporting Goods Shop,Bus Stop
351,Fosses-la-Ville,10388,223.0,63.24,164,96.2,Namen,50.395951200000006,4.6978935,"['50.3582784', '50.4281664', '4.5844305', '4.7989821']",Fosses-la-Ville,-,-,01.01.0001,31.12.9999,Fosses-la-Ville,4,Supermarket,Soccer Field,Asian Restaurant,French Restaurant,Shopping Mall
353,Meerhout,10361,285.0,36.29,286,104.9,Antwerpen,51.1317433,5.0772388,"['51.0980441', '51.1595502', '5.0111941', '5.1302243']",-,Meerhout,-,01.01.0001,31.12.9999,Meerhout,0,Bar,Friterie,Pharmacy,Bus Stop,Convenience Store
354,Sint-Lievens-Houtem,10342,173.0,26.67,388,113.6,Oost-Vlaanderen,50.9206903,3.8601373,"['50.9025424', '50.9548297', '3.8234794', '3.9377746']",-,Sint-Lievens-Houtem,-,01.01.0001,31.12.9999,Sint-Lievens-Houtem,0,Bar,Pharmacy,Basketball Court,Pizza Place,Spa
355,Spa,10229,259.0,39.85,257,96.9,Luik,50.4920838,5.8626233,"['50.4336762', '50.5120846', '5.8153032', '5.9317147']",Spa,-,-,01.01.0001,31.12.9999,Spa,3,Castle,Bed & Breakfast,Soccer Field,Plaza,Farmers Market
356,Avelgem,10158,114.0,21.75,467,98.7,West-Vlaanderen,50.7754563,3.4470148000000003,"['50.7402593', '50.8146462', '3.3901439', '3.5234452']",-,Avelgem,-,01.01.0001,31.12.9999,Avelgem,3,Friterie,Convenience Store,Market,Tailor Shop,Coffee Shop
357,Begijnendijk,10114,341.0,17.62,574,118.4,Vlaams-Brabant,51.02422075,4.78264222625802,"['51.0094302', '51.0389769', '4.7530552', '4.8112978']",-,Begijnendijk,-,01.01.0001,31.12.9999,Begijnendijk,0,Bar,Pharmacy,Friterie,Community Center,Gym / Fitness Center
358,Montigny-le-Tilleul,10112,439.0,15.1,670,113.7,Henegouwen,50.3791631,4.3796745,"['50.3550875', '50.4042678', '4.3350667', '4.417827']",Montigny-le-Tilleul,-,-,01.01.0001,31.12.9999,Montigny-le-Tilleul,4,Supermarket,Restaurant,Lounge,Moroccan Restaurant,Event Space
359,Houthulst,10098,148.0,55.89,181,94.1,West-Vlaanderen,50.97393945,2.94381718787169,"['50.9487062', '50.999135', '2.9219087', '2.973724']",-,Houthulst,-,01.01.0001,31.12.9999,Houthulst,0,Bus Stop,Bar,Supermarket,Fabric Shop,Lounge
360,Bierbeek,10083,208.0,39.73,254,137.0,Vlaams-Brabant,50.8241245,4.77143180760294,"['50.7880884', '50.8601701', '4.6912135', '4.8157869']",-,Bierbeek,-,01.01.0001,31.12.9999,Bierbeek,1,Bus Stop,Athletics & Sports,Friterie,Dance Studio,Gastropub
361,Holsbeek,10019,234.0,38.5,260,125.7,Vlaams-Brabant,50.92172015,4.7557296717686,"['50.9060797', '50.9375187', '4.7156321', '4.7853378']",-,Holsbeek,-,01.01.0001,31.12.9999,Holsbeek,1,Bus Stop,Dance Studio,Turkish Restaurant,Burger Joint,Gastropub
362,Bertem,10007,267.0,29.75,336,128.7,Vlaams-Brabant,50.8659846,4.6306262,"['50.8184205', '50.8909722', '4.5461659', '4.6600002']",-,Bertem,-,01.01.0001,31.12.9999,Bertem,0,Bar,Brasserie,Bus Stop,Bakery,Pharmacy
363,Erquelinnes,10003,204.0,44.23,226,81.5,Henegouwen,50.3101002,4.1218718,"['50.2564012', '50.3496419', '4.0427878', '4.2199615']",Erquelinnes,-,-,01.01.0001,31.12.9999,Erquelinnes,3,Video Store,Grocery Store,Friterie,Train Station,Basketball Court
364,Welkenraedt,10002,544.0,24.47,409,98.4,Luik,50.6607788,5.973278400000001,"['50.6263556', '50.6994342', '5.8847187', '6.0009979']",Welkenraedt,-,-,01.01.0001,31.12.9999,Welkenraedt,4,Sandwich Place,Fast Food Restaurant,French Restaurant,Supermarket,Bakery
365,Hooglede,9987,125.0,37.84,264,104.5,West-Vlaanderen,50.98218015,3.06872158496388,"['50.957281', '51.0072267', '3.0184393', '3.1133849']",-,Hooglede,-,01.01.0001,31.12.9999,Hooglede,0,Bakery,Pharmacy,Health & Beauty Service,Bar,Auto Garage
366,Neupré,9923,407.0,31.69,313,130.5,Luik,50.5431751,5.490107900000001,"['50.5201268', '50.5717718', '5.4226823', '5.5546811']",Neupré,-,-,03.01.1977,31.12.9999,Neupré,3,Sandwich Place,Gym / Fitness Center,Furniture / Home Store,Tanning Salon,Shoe Store
367,Huldenberg,9921,193.0,39.64,250,124.2,Vlaams-Brabant,50.7950895,4.582858740002799,"['50.7726537', '50.8175261', '4.5553186', '4.627879']",-,Huldenberg,-,01.01.0001,31.12.9999,Huldenberg,0,Grocery Store,Bar,Bakery,Stadium,Pharmacy
368,Wijnegem,9816,902.0,7.86,1249,115.0,Antwerpen,51.2270761,4.5225318,"['51.215625', '51.242163', '4.479944', '4.5530872']",-,Wijnegem,-,01.01.0001,31.12.9999,Wijnegem,4,Supermarket,Snack Place,Pizza Place,Zoo,Food
369,Chimay,9805,111.0,197.1,50,83.1,Henegouwen,50.0479266,4.317333799999999,"['49.9417427', '50.1299353', '4.1966693', '4.4460853']",Chimay,-,-,01.01.0001,31.12.9999,Chimay,3,Supermarket,French Restaurant,Zoo,Pizza Place,Pub
370,Pepinster,9772,311.0,24.79,394,90.7,Luik,50.5675217,5.803710099999999,"['50.5389028', '50.6033735', '5.7514528', '5.8554179']",Pepinster,-,-,01.01.0001,31.12.9999,Pepinster,4,Soccer Field,Supermarket,Friterie,Train Station,French Restaurant
371,Sankt Vith,9722,132.0,146.93,66,98.6,Luik,50.2803881,6.1258953,"['50.2301068', '50.3528384', '5.978663', '6.3090275']",Saint-Vith,Sankt Vith,Sankt Vith,01.01.0001,31.12.9999,Saint-Vith,0,Bar,Supermarket,Hotel,Trail,Pizza Place
372,Ledegem,9695,130.0,24.76,392,97.6,West-Vlaanderen,50.8535723,3.126416,"['50.8476974', '50.8924951', '3.0946306', '3.2085713']",-,Ledegem,-,01.01.0001,31.12.9999,Ledegem,0,Bar,Pharmacy,Playground,Friterie,Restaurant
373,Hoeselt,9688,319.0,30.02,323,101.9,Limburg,50.85007879999999,5.4865309,"['50.8137382', '50.8884335', '5.4291176', '5.5133273']",-,Hoeselt,-,01.01.0001,31.12.9999,Hoeselt,0,Friterie,Ice Cream Shop,Burger Joint,Gas Station,Greek Restaurant
374,Wielsbeke,9641,202.0,21.76,443,98.5,West-Vlaanderen,50.91140755,3.36040374889668,"['50.8953882', '50.9279264', '3.3243746', '3.388783']",-,Wielsbeke,-,01.01.0001,31.12.9999,Wielsbeke,3,Auto Garage,Zoo,Farm,Fast Food Restaurant,Festival
375,Dessel,9598,495.0,27.03,355,102.6,Antwerpen,51.2395713,5.113243,"['51.2186932', '51.2697126', '5.0499484', '5.1855713']",-,Dessel,-,01.01.0001,31.12.9999,Dessel,0,Friterie,Pharmacy,Bar,Restaurant,Sandwich Place
376,Les Bons Villers,9451,164.0,42.55,222,113.0,Henegouwen,50.5226424,4.4763492,"['50.4757489', '50.56466', '4.3729668', '4.5131967']",Les Bons Villers,-,-,02.01.1977,31.12.9999,Les Bons Villers,4,Supermarket,Italian Restaurant,Golf Course,Snack Place,Electronics Store
377,Halen,9427,326.0,36.29,260,107.0,Limburg,50.9384339,5.10739134444554,"['50.909013', '50.967728', '5.0415122', '5.1344437']",-,Halen,-,01.01.0001,31.12.9999,Halen,4,Supermarket,Chinese Restaurant,Automotive Shop,Lingerie Store,Belgian Restaurant
378,Kapelle-op-den-Bos,9413,406.0,15.25,617,119.9,Vlaams-Brabant,51.01237055,4.35804460544657,"['50.9964979', '51.0282623', '4.3428273', '4.3903588']",-,Kapelle-op-den-Bos,-,01.01.0001,31.12.9999,Kapelle-op-den-Bos,0,Bus Stop,Bakery,Bar,Italian Restaurant,Friterie
379,Oudenburg,9381,235.0,35.38,265,104.2,West-Vlaanderen,51.20118315,3.00610895201816,"['51.1780504', '51.2244607', '2.9362393', '3.0414501']",-,Oudenburg,-,01.01.0001,31.12.9999,Oudenburg,0,Bakery,Optical Shop,Bar,Bus Stop,Friterie
380,Awans,9318,240.0,27.16,343,105.1,Luik,50.666971200000006,5.4620018,"['50.6585351', '50.7390832', '5.4206526', '5.491373']",Awans,-,-,01.01.0001,31.12.9999,Awans,1,Recreation Center,Athletics & Sports,Bus Stop,Train Station,Pharmacy
381,Perwijs,9303,157.0,50.81,183,109.4,Waals-Brabant,50.6234469,4.8134719000000015,"['50.5884824', '50.6796949', '4.733211', '4.8517506']",Perwez,Perwijs,-,01.01.0001,31.12.9999,Perwez,3,Dance Studio,Bus Stop,Gym,Belgian Restaurant,Coffee Shop
382,Juprelle,9295,238.0,35.36,263,107.9,Luik,50.7106926,5.5290689,"['50.6785182', '50.7493751', '5.4782625', '5.5994586']",Juprelle,-,-,01.01.0001,31.12.9999,Juprelle,3,Furniture / Home Store,Friterie,Italian Restaurant,Clothing Store,Soccer Field
383,Philippeville,9289,150.0,156.71,59,90.8,Namen,50.196268,4.5436078,"['50.090652', '50.2314285', '4.476171', '4.729962']",Philippeville,-,-,01.01.0001,31.12.9999,Philippeville,3,French Restaurant,Clothing Store,Gas Station,Gym,Grocery Store
384,La Bruyère,9276,180.0,52.98,175,117.1,Namen,50.50564310000001,4.8042057,"['50.4868749', '50.5733553', '4.7445553', '4.8985075']",La Bruyère,-,-,03.01.1977,31.12.9999,La Bruyère,4,Supermarket,French Restaurant,Friterie,Bar,Bakery
385,Gooik,9170,132.0,39.7,231,120.1,Vlaams-Brabant,50.7979738,4.102984067451089,"['50.7795272', '50.8164252', '4.0531028', '4.145169']",-,Gooik,-,01.01.0001,31.12.9999,Gooik,0,Bar,Playground,Newsstand,Beach Bar,Bus Stop
386,Yvoir,9167,229.0,56.84,161,105.6,Namen,50.3260425,4.877815,"['50.2807831', '50.3640931', '4.8537458', '5.0247884']",Yvoir,-,-,01.01.0001,31.12.9999,Yvoir,4,Bar,Supermarket,Train Station,Bed & Breakfast,Gym / Fitness Center
387,Beauraing,9159,137.0,174.55,52,87.0,Namen,50.1101971,4.9567402000000005,"['50.0174934', '50.1652724', '4.819088', '5.0807885']",Beauraing,-,-,01.01.0001,31.12.9999,Beauraing,4,Restaurant,Supermarket,Brewery,French Restaurant,Snack Place
388,Lennik,9074,206.0,30.8,295,128.3,Vlaams-Brabant,50.8085632,4.1648626,"['50.7796631', '50.8432091', '4.1088986', '4.2116835']",-,Lennik,-,01.01.1977,31.12.9999,Lennik,0,Athletics & Sports,Bar,Plaza,Skate Park,Friterie
389,Herenthout,9061,377.0,23.55,385,105.0,Antwerpen,51.1392427,4.7543972000000005,"['51.1117448', '51.1646059', '4.7141128', '4.8104931']",-,Herenthout,-,01.01.0001,31.12.9999,Herenthout,0,Pub,Bar,Bakery,Athletics & Sports,Coffee Shop
390,Ardooie,9056,94.0,34.58,262,103.0,West-Vlaanderen,50.9797876,3.1974259,"['50.9597876', '50.9997876', '3.1774259', '3.2174259']",-,Ardooie,-,01.01.1977,31.12.9999,Ardooie,0,Bar,Pub,Bus Stop,Electronics Store,Supermarket
391,Lichtervelde,8926,149.0,25.93,344,100.8,West-Vlaanderen,51.03033065,3.14227177153376,"['50.9915884', '51.0687806', '3.0976196', '3.183481']",-,Lichtervelde,-,01.01.0001,31.12.9999,Lichtervelde,0,Bar,Bakery,Pub,Pharmacy,Cosmetics Shop
392,Orp-Jauche,8924,125.0,50.5,177,107.0,Waals-Brabant,50.7001001,4.9889872,"['50.6395361', '50.7419849', '4.910992', '5.0172965']",Orp-Jauche,-,-,01.01.1977,31.12.9999,Orp-Jauche,4,Friterie,French Restaurant,Asian Restaurant,Arts & Entertainment,Supermarket
393,Bitsingen,8905,123.0,38.17,233,100.0,Luik,50.7583596,5.6094772000000015,"['50.7306901', '50.8077497', '5.5193829', '5.6873239']",Bassenge,Bitsingen,-,01.01.0001,31.12.9999,Bassenge,4,Café,Friterie,Pharmacy,Supermarket,French Restaurant
394,Bertrix,8793,184.0,137.7,64,88.0,Luxemburg,49.8546564,5.2529266,"['49.7713996', '49.9322541', '5.1581888', '5.3664166']",Bertrix,-,-,01.01.0001,31.12.9999,Bertrix,3,Restaurant,Supermarket,Italian Restaurant,Athletics & Sports,Pharmacy
395,Koekelare,8777,156.0,39.19,224,96.5,West-Vlaanderen,51.09122995,2.96813958641654,"['51.0535536', '51.1288267', '2.9290348', '3.0145293']",-,Koekelare,-,01.01.0001,31.12.9999,Koekelare,0,Bar,Athletics & Sports,Park,Restaurant,Bistro
396,Galmaarden,8746,130.0,34.93,250,115.6,Vlaams-Brabant,50.7573013,3.95689999596193,"['50.7348186', '50.7797248', '3.9310356', '3.9862394']",Gammerages,Galmaarden,Galmaarden,01.01.0001,31.12.9999,Galmaarden,0,Friterie,Bar,Pharmacy,Pizza Place,Flower Shop
397,Lint,8718,652.0,5.57,1564,124.0,Antwerpen,51.1268305,4.4922187000000005,"['51.1155908', '51.1424046', '4.4722332', '4.5272758']",-,Lint,-,01.01.0001,31.12.9999,Lint,0,Bar,Kebab Restaurant,Dessert Shop,Bus Stop,Plaza
398,Le Roeulx,8716,137.0,42.8,204,102.8,Henegouwen,50.5034034,4.112245,"['50.4626109', '50.5468161', '4.0392041', '4.1862507']",Le Roeulx,-,-,01.01.0001,31.12.9999,Le Roeulx,4,Supermarket,Gas Station,Sandwich Place,Construction & Landscaping,Bakery
399,Merksplas,8600,564.0,44.56,193,103.1,Antwerpen,51.3580597,4.8627541,"['51.336506', '51.4123307', '4.8080969', '4.933361']",-,Merksplas,-,01.01.0001,31.12.9999,Merksplas,3,Friterie,Athletics & Sports,Bus Stop,Restaurant,Supermarket
400,Jalhay,8585,182.0,107.75,80,109.8,Luik,50.5592528,5.9647526,"['50.466583', '50.5939467', '5.878022', '6.0733788']",Jalhay,-,-,01.01.0001,31.12.9999,Jalhay,2,Bakery,Bar,Hostel,Pizza Place,Soccer Field
401,Dentergem,8555,116.0,25.94,330,100.9,West-Vlaanderen,50.96614065,3.40193622007735,"['50.9506515', '50.981693', '3.3611074', '3.4441843']",-,Dentergem,-,01.01.0001,31.12.9999,Dentergem,0,Bakery,Soccer Field,Boutique,Friterie,Bar
402,Schelle,8518,583.0,7.8,1092,114.7,Antwerpen,51.1245635,4.3361875,"['51.1127039', '51.1347163', '4.3086321', '4.3766262']",-,Schelle,-,01.01.0001,31.12.9999,Schelle,1,Pharmacy,Bus Stop,Platform,Train Station,Locksmith
403,Zoutleeuw,8480,193.0,46.73,181,108.4,Vlaams-Brabant,50.8415653,5.11864474801466,"['50.8164529', '50.8665813', '5.0902346', '5.1487959']",Léau,Zoutleeuw,Zoutleeuw,01.01.0001,31.12.9999,Zoutleeuw,0,Belgian Restaurant,Supermarket,Bar,Gastropub,Event Space
404,Kortessem,8442,227.0,33.9,249,107.4,Limburg,50.8600026,5.386571900000002,"['50.8077731', '50.8834474', '5.3524615', '5.4501365']",-,Kortessem,-,01.01.0001,31.12.9999,Kortessem,0,Friterie,Bar,Pizza Place,Athletics & Sports,Sports Club
405,Sombreffe,8440,161.0,35.78,236,102.2,Namen,50.5225432,4.5991932,"['50.4839382', '50.5696202', '4.557379', '4.6449393']",Sombreffe,-,-,01.01.0001,31.12.9999,Sombreffe,3,Plaza,Gas Station,Restaurant,Snack Place,Zoo
406,Habay,8409,114.0,103.64,81,107.6,Luxemburg,49.73558035,5.593251432517401,"['49.6868629', '49.7838008', '5.5001272', '5.7132222']",Habay,-,-,03.01.1977,31.12.9999,Habay,3,Train Station,Restaurant,Candy Store,Indie Movie Theater,Snack Place
407,Gingelom,8405,180.0,56.49,149,109.4,Limburg,50.7513838,5.13257894754343,"['50.7353144', '50.7675761', '5.1015377', '5.1617729']",-,Gingelom,-,01.01.0001,31.12.9999,Gingelom,0,Bakery,Kebab Restaurant,Bar,Sporting Goods Shop,Sandwich Place
408,Sint-Martens-Latem,8392,340.0,14.34,585,159.0,Oost-Vlaanderen,51.020971,3.6397549,"['50.981746', '51.0353866', '3.5911288', '3.6550956']",-,Sint-Martens-Latem,-,01.01.0001,31.12.9999,Sint-Martens-Latem,3,Bus Stop,Cosmetics Shop,Women's Store,Men's Store,Bakery
410,Boutersem,8242,222.0,30.75,268,124.8,Vlaams-Brabant,50.8473461,4.83361780525583,"['50.8344946', '50.8602425', '4.8099156', '4.8594739']",-,Boutersem,-,01.01.0001,31.12.9999,Boutersem,3,Train Station,Sports Club,Paper / Office Supplies Store,Smoke Shop,Platform
411,Messancy,8218,200.0,52.43,157,116.7,Luxemburg,49.5949862,5.8145736,"['49.5718621', '49.6600036', '5.7287981', '5.880087']",Messancy,-,-,01.01.0001,31.12.9999,Messancy,1,Plaza,Train Station,Rental Service,Park,Bus Stop
412,As,8202,1.376,22.07,372,101.3,Limburg,51.0005396,5.57220258524623,"['50.9773424', '51.023784', '5.52822', '5.6036676']",-,As,-,01.01.0001,31.12.9999,As,0,Bar,Dance Studio,Bakery,Bus Stop,Convenience Store
